1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 2800000039545721
Is Mission Active?  true
Mission Start:  Thu Feb 04 03:21:00 CST 2016
Sample Rate:  Every 120 minute(s)
Number of Mission Samples:  1689
Total Samples:  1689
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
2/4/16 3:21:00 AM,C,1
2/4/16 5:21:00 AM,C,0
2/4/16 7:21:00 AM,C,-0.5
2/4/16 9:21:00 AM,C,5
2/4/16 11:21:00 AM,C,15
2/4/16 1:21:00 PM,C,15
2/4/16 3:21:00 PM,C,15.5
2/4/16 5:21:00 PM,C,16
2/4/16 7:21:00 PM,C,10
2/4/16 9:21:00 PM,C,6.5
2/4/16 11:21:00 PM,C,4
2/5/16 1:21:00 AM,C,3
2/5/16 3:21:00 AM,C,1.5
2/5/16 5:21:00 AM,C,1
2/5/16 7:21:00 AM,C,0.5
2/5/16 9:21:00 AM,C,7.5
2/5/16 11:21:00 AM,C,19
2/5/16 1:21:00 PM,C,18.5
2/5/16 3:21:00 PM,C,19
2/5/16 5:21:00 PM,C,18
2/5/16 7:21:00 PM,C,11.5
2/5/16 9:21:00 PM,C,16.5
2/5/16 11:21:00 PM,C,18
2/6/16 1:21:00 AM,C,18.5
2/6/16 3:21:00 AM,C,19
2/6/16 5:21:00 AM,C,19
2/6/16 7:21:00 AM,C,16.5
2/6/16 9:21:00 AM,C,16.5
2/6/16 11:21:00 AM,C,23
2/6/16 1:21:00 PM,C,29.5
2/6/16 3:21:00 PM,C,35.5
2/6/16 5:21:00 PM,C,16.5
2/6/16 7:21:00 PM,C,10.5
2/6/16 9:21:00 PM,C,7.5
2/6/16 11:21:00 PM,C,6.5
2/7/16 1:21:00 AM,C,5.5
2/7/16 3:21:00 AM,C,5
2/7/16 5:21:00 AM,C,4.5
2/7/16 7:21:00 AM,C,4.5
2/7/16 9:21:00 AM,C,22
2/7/16 11:21:00 AM,C,27
2/7/16 1:21:00 PM,C,28.5
2/7/16 3:21:00 PM,C,27.5
2/7/16 5:21:00 PM,C,18
2/7/16 7:21:00 PM,C,10.5
2/7/16 9:21:00 PM,C,8.5
2/7/16 11:21:00 PM,C,7.5
2/8/16 1:21:00 AM,C,7
2/8/16 3:21:00 AM,C,6
2/8/16 5:21:00 AM,C,5.5
2/8/16 7:21:00 AM,C,6.5
2/8/16 9:21:00 AM,C,23
2/8/16 11:21:00 AM,C,29
2/8/16 1:21:00 PM,C,30.5
2/8/16 3:21:00 PM,C,29.5
2/8/16 5:21:00 PM,C,19
2/8/16 7:21:00 PM,C,11
2/8/16 9:21:00 PM,C,8.5
2/8/16 11:21:00 PM,C,7.5
2/9/16 1:21:00 AM,C,6.5
2/9/16 3:21:00 AM,C,6.5
2/9/16 5:21:00 AM,C,6
2/9/16 7:21:00 AM,C,6
2/9/16 9:21:00 AM,C,23
2/9/16 11:21:00 AM,C,29
2/9/16 1:21:00 PM,C,30.5
2/9/16 3:21:00 PM,C,26
2/9/16 5:21:00 PM,C,19
2/9/16 7:21:00 PM,C,12
2/9/16 9:21:00 PM,C,9
2/9/16 11:21:00 PM,C,7
2/10/16 1:21:00 AM,C,6.5
2/10/16 3:21:00 AM,C,6
2/10/16 5:21:00 AM,C,5.5
2/10/16 7:21:00 AM,C,6.5
2/10/16 9:21:00 AM,C,22
2/10/16 11:21:00 AM,C,28
2/10/16 1:21:00 PM,C,29.5
2/10/16 3:21:00 PM,C,29
2/10/16 5:21:00 PM,C,19
2/10/16 7:21:00 PM,C,11
2/10/16 9:21:00 PM,C,9
2/10/16 11:21:00 PM,C,7.5
2/11/16 1:21:00 AM,C,7.5
2/11/16 3:21:00 AM,C,7.5
2/11/16 5:21:00 AM,C,6.5
2/11/16 7:21:00 AM,C,6
2/11/16 9:21:00 AM,C,23
2/11/16 11:21:00 AM,C,28.5
2/11/16 1:21:00 PM,C,29.5
2/11/16 3:21:00 PM,C,28
2/11/16 5:21:00 PM,C,20.5
2/11/16 7:21:00 PM,C,11
2/11/16 9:21:00 PM,C,8.5
2/11/16 11:21:00 PM,C,7
2/12/16 1:21:00 AM,C,6.5
2/12/16 3:21:00 AM,C,6.5
2/12/16 5:21:00 AM,C,6
2/12/16 7:21:00 AM,C,6.5
2/12/16 9:21:00 AM,C,18.5
2/12/16 11:21:00 AM,C,27.5
2/12/16 1:21:00 PM,C,29.5
2/12/16 3:21:00 PM,C,27.5
2/12/16 5:21:00 PM,C,19.5
2/12/16 7:21:00 PM,C,11
2/12/16 9:21:00 PM,C,9
2/12/16 11:21:00 PM,C,7.5
2/13/16 1:21:00 AM,C,7
2/13/16 3:21:00 AM,C,6.5
2/13/16 5:21:00 AM,C,6
2/13/16 7:21:00 AM,C,5.5
2/13/16 9:21:00 AM,C,18
2/13/16 11:21:00 AM,C,25
2/13/16 1:21:00 PM,C,28
2/13/16 3:21:00 PM,C,27.5
2/13/16 5:21:00 PM,C,20.5
